PanStarrs_name,dr7objid,ra_panstarr,dec_panstarr,ra_sdss,dec_sdss,spherical_cos_distance
NGC4470 ,588017729763147815,3.2708765216678715,0.13655787680161513,3.2708760926651035,0.13655645524127452,0.9999999999988992
UGC312 ,587724197200855107,0.1370017140303973,0.1477740607066315,0.13331141454853226,0.23960629459973387,0.9957798403042796
NGC7691 ,587727223558111314,6.162788132053887,0.27659681279633297,6.162789863285068,0.2765994875415254,0.9999999999950361
NGC5135 ,587729772069323020,3.5156791950793993,-0.5206957694534567,3.5130762459488802,-0.06280862503372901,0.8969855620845679
UGC1908 ,587724197748801704,0.6397584658330806,0.21215053016644234,0.5883647919529068,0.21960625051551905,0.9987124439927088
UGC3809 ,587738068350927055,1.9506998761484746,1.399371483927415,2.609535011236931,1.2264233456404714,0.9730282314154725
UGC6918 ,587731869633871916,3.126184886953187,0.962116938952079,3.1261856194680493,0.9621168310937105,0.9999999999999065
NGC4210 ,587728679541604461,3.2081940687800463,1.1516614410479151,3.2081945197294393,1.151661195026742,0.9999999999999528
UGC11318 ,588011503142961429,4.8834493985043546,0.971132786269106,4.702911861335807,0.9667945736542389,0.9947811864494074
NGC7653 ,587727223020453936,6.129695118639749,0.2666093406847206,6.129694874019375,0.26660941593895465,0.9999999999999695
NGC4800 ,588017110225059967,3.3799606471150683,0.8121219467722847,3.379728000846263,0.8122706154553201,0.9999999761426073
NGC5522 ,587742627984244860,3.7299412245749046,0.2643631019374039,3.7299410145497665,0.2643630058316149,0.9999999999999748
NGC4094 ,587725039019032700,3.167333292996981,-0.2535338575275547,3.175886154362138,-0.06521719919883728,0.9822854267088518
NGC3887 ,587725039016738820,3.085201763589557,-0.2941684386395615,3.0836188232267108,-0.06469360146508117,0.9737847895300102
NGC7448 ,587727223554637961,6.021647020636535,0.2789093740552254,6.019379904331148,0.26838190097594955,0.9999422045150963
IC750 ,588017948813492313,3.1366622729858347,0.7456477660845019,3.1366623266390534,0.7456478353141455,0.9999999999999969
NGC4178 ,587732772666474638,3.197330441383933,0.18964695292292827,3.198548317033396,0.18914848902366707,0.9999991604425641
NGC779 ,587727884967018601,0.5223101990115514,-0.10407729942200065,0.5259982433166918,-0.1365357465103524,0.9994665697756937
NGC4579 ,588017702934544515,3.306200589464835,0.20626632712626863,3.3076708611259398,0.20703356238833298,0.9999986703295151
NGC5690 ,587726032802611334,3.829621516012356,0.0399823515705365,3.8287021914817423,0.03967663257226944,0.9999995313592104
NGC2268 ,587738068350927055,1.8949505691812718,1.4727486163397607,2.609535011236931,1.2264233456404714,0.9617302119490678
NGC4162 ,587741724967305222,3.1934050213632723,0.4210374691645805,3.193406702440776,0.4210365689140483,0.9999999999984178
NGC150 ,587727177916088454,0.14947872378705437,-0.485264014841645,0.1415997514189946,-0.1961761258502655,0.9584773681142857
NGC5443 ,587735697523671062,3.6747762538412694,0.9741385923068907,3.674776191708194,0.9741385240713413,0.9999999999999971
NGC7314 ,587730815752470678,5.915661901809179,-0.45466647319200726,5.929481357159276,-0.18011682416990862,0.9624629928613735
NGC5676 ,587733410447425641,3.808224477514606,0.8632031961221035,3.8056887719103067,0.8633084887014901,0.9999986363012018
NGC4951 ,587725039025193297,3.4257685586629116,-0.11333871456478337,3.4233691696646065,-0.06394861203821275,0.998777702589278
NGC3370 ,587742865815633973,2.8233646766785645,0.30148154273834293,2.82336475392106,0.3014814298648127,0.9999999999999909
NGC5750 ,587722982832013381,3.866713078742814,-0.0038912115673213577,3.866713196854044,-0.003891057617625831,0.9999999999999811
NGC2713 ,587728879794782218,2.3445957301152913,0.05098647797143555,2.344595764530165,0.05098660721665733,0.9999999999999911
NGC2748 ,587738068350927055,2.4160461935663604,1.334746305049195,2.609535011236931,1.2264233456404714,0.9926654706864889
NGC210 ,587727177916874854,0.1770797096439431,-0.24212621100359455,0.17442457642763845,-0.19562472821213775,0.9989156440905863
NGC470 ,587731514216874109,0.34796419857500704,0.059514680295455445,0.3474710513723052,0.02209348921585343,0.9992997875800917
NGC6118 ,587722952234238598,4.283955678514784,-0.03985354627173932,4.286255690931857,-0.01030486895729804,0.9995608268111891
